QUERY_ID	HEADER	TITLE	MAIN_CONTENT	DATE	TAGS 
jcx75209sig4ey	Week 1/21 - 1/27	Doubt in blender python	The python script that we developed runs in blender render mode but when we switch to blender game engine,its not running in play mode.But after pressing the escape key the script runs and we are getting the output.How to run our script in blender game? #4900	1-27-18	transporter_bot
jcx678ywwdzr	Week 1/21 - 1/27	Number of Zone Indicator	Sir I want to know whether all the 5 ZI will be kept or it is not necessary. And will the color and shape of all the color marker for a planting zone will be same.	1-27-18	planter_bot,Planter_Bot
jcx4ll761q15zz	Week 1/21 - 1/27	Reflections and shadows in image	can someone please explain me how to handle reflections and shadows on flex while traversing the robot. 	1-27-18	planter_bot
jcw4e4iu9682bh	Week 1/21 - 1/27	no of blocks on arena	is there a fixed no. of blocks that will be on the arena. or it may vary on the time of evaluation?	1-26-18	transporter_bot
jcvyxvaclx125k	Week 1/21 - 1/27	Regarding Blender Game Engine	How to render object texture in game mode? While entering in play mode,  texture is not rendered! please help	1-26-18	transporter_bot
jcvf9khhki842t	Week 1/21 - 1/27	Picam	What should be a good choice of picam resolution and frame rate for capturing clear frames to process. I tried many options but still the frame that is captured is not good to be processed.	1-26-18	planter_bot
jcuupzhtjty4cc	Week 1/21 - 1/27	Regarding bot movement	Sir we are trying to compare the frame centroid with centroid of contour of max area. We have resized the frame such as Color_image=frame.array[300:500,200:400] If centroid of contour of max area >150 Leftt() If cx<150 and cx>50: Forward() If cx<50 Rightt()  Left.ChangeDutyCycle(23) Right.changeDutyCycle(23) use kiya h But still it does not process the frame properly. Please instruct...	1-26-18	planter_bot
jcul5ep07xs4e3	Week 1/21 - 1/27	motor replacement	https://robokits.co.in/motors/encoder-dc-servo/high-precision-quad-encoder-geared-dc-motor-12v-60rpm I bought the motor from this link which was provided by the instructor. But at 100% duty cycle,it turns much slower than the motor provided in the kit.When i checked the rpm (using stopwatch) i found that the new motor which I bought turns at 60 rpm but the motor provided in the kit turns at 150 rpm. So when I searched for motors in nex robotics, I found this:  http://www.nex-robotics.com/products/motors-and-accessories/150rpm-side-shaft-dc-gear-motor-with-position-encoder.html  I believe that this is the exact same motor as provided in the kit. I request the instructors to confirm as soon as possible  	1-25-18	planter_bot
jcs9q58to9r4sa	Week 1/21 - 1/27	Raspberry pi not working	#1059 Respected sir,     Our raspberry pi stopped working after few days of use it's lights are not even getting on after connection through the adapter please help us immediately	1-24-18	harvester_bot
jcry05jykrw13r	Week 1/21 - 1/27	line traversal	for line traversal using picam do we need to find contours and process the image and find the path of traversal or just finding the pixel value where black is present and follow the path?????which is better.	1-23-18	planter_bot
jcru7h3n2dd3ru	Week 1/21 - 1/27	Picam doubt	We are getting the following error when we try to display live video after operating on it(like threshold,blur etc). Error is getting displayed as soon as the window to play video is opened and not even a single frame is displayed. Please help us. The logic is correct because it ran perfectly with laptop camera.20180123_213139.jpg	1-23-18	planter_bot
jcrg0en5v2y38	Week 1/21 - 1/27	Stuck on the VNC viewer screen	We are getting attempting to reconnect to VNC server message when we try to reboot raspberry pi with the applied changes. Please help us asap! We tried using mobaxterm but that also didn't help.     	1-23-18	planter_bot
jcr6l7s77zc55e	Week 1/21 - 1/27	Doubt python	Can we import pillow in our program	1-23-18	planter_bot
jcr5pns5v3t5v6	Week 1/21 - 1/27	Error		1-23-18	planter_bot
jcqh37qjhsptf	Week 1/21 - 1/27	RESULT DECLARATION	When would the results of task 3 be declared?	1-22-18	planter_bot
jcqbf3x5rqv607	Week 1/21 - 1/27	RGB LED	The LED that we have been given is common cathode LED or common anode LED? Please provide a link to connect the two LEDs to RPi3	1-22-18	planter_bot
jcq82mygx4661v	Week 1/21 - 1/27	regarding progress video	can i use IR sensors? they are not provided in the kit. so is there any objection to use the sensors apart from those which are provided in the kit by e yantra?	1-22-18	planter_bot
jcop2x2n7zj4h	Week 1/21 - 1/27	Error in opencv	Cv2.imshow is not working it's asking to rebuilt the opencv still the same problem is undergoing what should we do?	1-21-18	planter_bot
jco5lg6mwaw34g	Week 1/21 - 1/27	RGB LED	The LED that we have given is common cathode or common anode led? And please provide a link to connect the two LEDs to RPi3	1-21-18	planter_bot
jcnk5lrbrcd72g	Week 1/14 - 1/20	Regarding L298N motor driver	Can we use this L298n	1-20-18	planter_bot
jcnbuasg87c4wp	Week 1/14 - 1/20	Encoder doubt	I want to know how we can perform a interrupt routine on the Rpi using functions or inbuilt commands. I search the net but could not find good resources. Can someone help me out??'	1-20-18	planter_bot
jcnbsdd6sxg4ce	Week 1/14 - 1/20	Picamera query	I gave camera feed a frame rate of 32, with resolution of 640 but it still seems to be very slow in capturing properly causing robot to fail smooth movement. Is there any way i can improve the performance of camera.?? 	1-20-18	planter_bot
jcn15lrtff6d4	Week 1/14 - 1/20	how to setup communication between pi and firebird	sir, we are using pi for image processing.How to establish a communication between pi and firebird so that it returns a value to firebird?	1-20-18	harvester_bot
jcm0qp1hzgm68x	Week 1/14 - 1/20	Use of components	Can we use other spare parts from other unused stuff like any toy or something similar for the bot?	1-19-18	planter_bot
jclu2iizrfu2o9	Week 1/14 - 1/20	Doubt	Is the circuit made in Hardware testing of 10k ressistors on perf board connected to channels of the quad encoders , required now ??? Because I think now those channels are to be cknnected to the Rpi . Please reply asap .	1-19-18	planter_bot
jclrys0nzz2zh	Week 1/14 - 1/20	Rpi 3 heating	The broadcom of Rpi 3 gets heated to quite high temperatures even simply on connecting to power bank ... everything works fine but we just want to make sure if this is natural or not as we just notice the high temperatures ... on some googling, we found a heat sink might be of help , so pls someone tell us if it's ok as it is or should we buy one	1-19-18	planter_bot
jclircusovg5f4	Week 1/14 - 1/20	Planter_Bot	For PB theme. Teams are supposed to place CM and ZI at designated Cells. Do not Paste them with arena permanently. As the CM and ZI configuration will be different at different stages of competition. You may use masking tape or double sided tape to avoid it's displacement while a run is going.	1-19-18	planter_bot
jcld0h4r5aa4xb	Week 1/14 - 1/20	RPi query	Will all the applications like , contour detection,threshloding and others valid with picam too. If yes can someone just share one example of it. ?? Please I can perform the same with webcam but im not sure how to do it with RPi camera and i dont want to damage it doing unnecessary things.	1-19-18	planter_bot
jcknxm735fm65q	Week 1/14 - 1/20	what are dimensions of the chassis and other hardware specifications of planter bot?		1-18-18	planter_bot
jckfzargbcu563	Week 1/14 - 1/20	Interfacing query	Is there any way by which we run the code on the laptop and send some output signal to raspberry pi to control the motors .... we wanted to check our code on the laptop built-in webcam, and control the motors through that instead of picam (for testing) .... pls help	1-18-18	planter_bot
jcjtv3exr0d2vt	Week 1/14 - 1/20	Doubt regarding usage of extra components	Referring to the rulebook provided we are not allowed to use extra components(sensors and actuators) other than those provided in the kit but referring to @1236, says we can use motors not provided in the kit. Could you please clarify regarding what we are not supposed to use and what we can use	1-18-18	transporter_bot
jcj674ks63e11o	Week 1/14 - 1/20	Query regarding re-submission of task 2	We had a remark in Task 2 results to re upload our flexkeeping our flex next to flex of team 2355 from our college. But there is no option to upload files for task 2 now. Will it be open again? or what can be done?	1-17-18	planter_bot,Planter_Bot
jcj2ibpe5w2z0	Week 1/14 - 1/20	Task 3	When will we get our results of task 3?? And the website specifies the last date for task 4 is 27th feb? Is it true or website isn't updated. Please let us know	1-17-18	planter_bot
jchgqt2vemr2iq	Week 1/14 - 1/20	following black line	the width of line given in flex is very less as compare to distance between two white line sensor because of which some times line come in between two white line sensor so what should we do in that condition?	1-16-18	harvester_bot
jch8uh8ye2249q	Week 1/14 - 1/20	What is next step ??	We have submitted task 3 ?? Now what is the next step ?? Do we need to wait for task ? Or we need to start implementation of robot?	1-16-18	planter_bot
jch5dj8iou06xr	Week 1/14 - 1/20	Damaged stepper motor.. need its specifications	Our stepper motor has started functioning abnormally. We think it is damaged while trying to adjust the rotating structure on top of it. Can we please know which stepper motor to buy.  	1-16-18	transporter_bot
jcguqoq3lcl6yl	Week 1/14 - 1/20	Python modules	Sir/Ma'am, We are making our program follow a modular approach with separate modules for each routine to keep the source file clean and simple. Now, we do not know the format in which E-Yantra would expect the task from us. So, is it okay to continue with a modular approach or should we define separate functions in a single source file.  Thank You, Team PB#4097	1-16-18	planter_bot
jcgj86lyabp1v5	Week 1/14 - 1/20	Task 2 Result	"Respected Sir/Ma'am  We had submitted Task 2 on time and on submitting it showed us :  But on the result page it says ""Task not submitted"". Kindly verify once.  Thanks!"	1-15-18	planter_bot
jcgbwcjil055rw	Week 1/14 - 1/20	H/w testing	We accidentally commented the imshow line in picam testing due to which it's not live streaming the live video but is correctly writing it to avi file as shown in our current hw video upload.. We have corrected that now, pls instruct do we need to upload the hw testing video again or not ... Team id is 2415	1-15-18	planter_bot
jcg4wya8nw4le	Week 1/14 - 1/20	Pi Camera is not working	 The camera is already enabled.     And its properly connected.  We have tried everything possible but nothing has worked out. Please help. Thanks in advance.	1-15-18	planter_bot
jcfqla0470m4su	Week 1/14 - 1/20	Picam stand	Please refer some ecommerce link from where I can buy Pican stand. Iam unable to get one	1-15-18	planter_bot
jcfnjmftw6hfz	Week 1/14 - 1/20	Motor driver got damaged	After doing hardware testing of planter bot,we removed power bank and motor and left rest of the connection as it is and somehow our motor driver(L298N) got damaged, what should we do now?	1-15-18	planter_bot
jcf3n1ec9k811y	Week 1/14 - 1/20	Chassis dimensions	Please specify the dimensions and the material used for chassis.... Also, do we have to make our own or can we buy one readymade from the market??	1-14-18	planter_bot
jcet53epi0f7je	Week 1/14 - 1/20	querry	can anyone tell me what does this error mean. 	1-14-18	planter_bot
jcer8skd8cx5mf	Week 1/14 - 1/20	Robot dimension doubt	Are there any limitations on the dimension of the robot (Planter Bot).If yes what is the maximum dimension(l,b,height).	1-14-18	planter_bot
jcenqiuq58x29f	Week 1/14 - 1/20	Opencv Cmake issue	We are getting this(refer to the pic attached) while doing cmake. We have followed all the steps to set the raspberry pi up for proxy settings by following these links : 1. https://raspberrypi.stackexchange.com/questions/68580/how-do-i-set-proxy-in-raspberry-pi-raspbian-os-or-any-linux-using-command-li 2. https://www.raspberrypi.org/forums/viewtopic.php?t=18634 3. http://www.instructables.com/id/Adding-local-internet-proxy-settings-to-Raspberry-/  However, I get Configuration complete and that the files have been generated at the end of cmake. sudo make clean happens properly. But on doingsudo make, it reached 83% and gave us this error: https://drive.google.com/file/d/1eqssit8CY-qaurUeNT0LPB3GJxDWExt6/view?usp=sharing  Please help ! Thanks  	1-14-18	planter_bot
jcecfozeles631	Week 1/14 - 1/20	Having a doubt in task2	Ma'am, I had submitted task 2 on 18th of November but still it is showing me to submit the task. Therefore, I submitted the task2 again yesterday by mistake...	1-14-18	planter_bot
jccwllm2hqd1fp	Week 1/7 - 1/13	About task 3 results	When should we be expecting task 3 result ?	1-13-18	harvester_bot
jcc8uchr3j1c0	Week 1/7 - 1/13	Regarding the hardware testing	Ma'am, we are done up with the motor testing but we are getting an error in the picamera code Provided by you. The error is, attribute error: no module object has no attribute 'VideoWriter _fourcc' We have tried a lot on that but still getting an error. And the LED in the picamera is glowing but is unable to capture a video...	01-12-2018	planter_bot
jcas04qhc6f2gj	Week 1/7 - 1/13	The interrupt service routine is not running	Can you point us to resources on how to read pulses of quadrature encoders using interrupts on Raspberry pi?	01-11-2018	planter_bot
jcaovgyu81o2vy	Week 1/7 - 1/13	Getting an attribute error while running code of picam.py	Attribute error : 'module' object has no attribute 'VideoWriter _fourcc'.please help me out to solve this problem. I am trying this from afternoon but not getting solution....	01-11-2018	planter_bot
jcampuqbr13yd	Week 1/7 - 1/13	Getting an error in running picam.py	Import error: No module named cv2 error while running the code. Even though I have installed opencv completely. I have also tried from the @1060 but not still not worked. Please help me out with this problem	01-11-2018	planter_bot
jcamp5fmzrr3ma	Week 1/7 - 1/13	Query	Sir/Madam, in.the portal i just saw the grading policy as a new tab. I read the information. But can you tell me it is for which task? Or is it applied to all future tasks that will be conducted?? Team id#2242	01-11-2018	planter_bot
jcaikaqt6dk341	Week 1/7 - 1/13	Regarding 11.1v Li-ion Battery	How do we get to know that battery is fully charged or not?	01-11-2018	planter_bot
jcafqrgrsqc49x	Week 1/7 - 1/13	Task 3 submission	"TB-#1938Sir/MadamWe uploaded our task 3 file at 23:44:22 on 9 january. On eyantra website, it was written ""Only the latest folder received BEFORE DEADLINETue, January 9, 2018, 11:59 pm will be considered"". Then we uploaded updated file again by adding one more answer.  Unfortunately, file was uploaded at 00:01:28 on 10 jan. So, we just want to confirm that whether the file which was uploaded before deadline will be considered or which was uploaded after deadline?eYRC2017Track1_jcafnbn5dpra.jpgeYRC2017Track1_jcafnvmkkadn.png"	01-11-2018	transporter_bot
jca6jvhs8qa5e9	Week 1/7 - 1/13	Left is not defined in the code	"There is a problem in running a motor test.py The error is that: "" left is not defined "" in the code So how to fix this issue, please help me out "	01-11-2018	planter_bot
jca4sasdvpdk	Week 1/7 - 1/13	Task submission late 2 sec	Team id#226  Hello sir we have uploaded our task 3 at 11 :59: 02. Will there be any penalty imposed?	01-11-2018	transporter_bot
jca0z24t9wy5jr	Week 1/7 - 1/13	Task 2 submission	 It's given in the result that task 2 has not been submitted ... but we did submit task 2 of flex image upload well before the deadline.. Please tell us what the issue is.. Team is : 2415	01-11-2018	planter_bot
jc9gki4q3w35hn	Week 1/7 - 1/13	Delay in hardware testing upload	Unfortunately we were unable to upload hardware testing video today due to some technical reasons. We assure that we will upload the video tomorrow(11th January) without fail. Please accept our sincere apologies for the delay caused.	01-11-2018	planter_bot
jc93iumf9x8hw	Week 1/7 - 1/13	Regarding the resources	I am not able to acess the Image processing Resources. Under resources section we have three resources 1.Fire Bird V 2.Python tutorials 3.Image Processing But on opening image processing tab it show an error. I have attached the screenshot of error shown on the screen.	01-10-2018	harvester_bot
jc92o0lb4di67y	Week 1/7 - 1/13	Task 3 submission	Sir/Madam, We had uploaded task 3 folder twice. The latest folder was uploaded at 11:59:48. Will this folder be considered without penalty?	01-10-2018	planter_bot
jc8xicoq380793	Week 1/7 - 1/13	Upload format	Sir our team id is #1032, we had uploaded the zip folder in time but in that zip folder we uploaded two files one is pdf format another is docx format. So my query is this will cause any penalty?	01-10-2018	harvester_bot
jc8lkmfvlab17k	Week 1/7 - 1/13	Late Submission PENALTY FOR TASK 3	What is the penalty for submitting 30 min after deadline for TASK 3 Please respond	01-10-2018	harvester_bot,planter_bot,transporter_bot
jc834nrervmhn	Week 1/7 - 1/13	H/W testing	What is the penalty for submitting 30 min after deadline for TASK 3 Please respond	01-10-2018	harvester_bot,planter_bot,transporter_bot
jc80a41lasp6rl	Week 1/7 - 1/13	Delay in Uploading of Task 3	Mam, we just got our kit yesterday after college holidays... We have completed the testing for pi cam but are facing some difficulty with motor testing with maybe circuit connections.  Please provide us a day or two to allow to find the fault and upload the hw testing video ... We will do it as soon as possible . Team id -#2415 We have successfully submitted task 3 before the deadline though	01-10-2018	planter_bot
jc805pnb2rv3hn	Week 1/7 - 1/13	About submission of task	Sir I submitted my task at 9 Jan 11:52 but forgot to save my word document before sending due to which I could not send my few answer now when I tried to re upload it it says can't upload the folder please accept our folder	01-10-2018	harvester_bot
jc802t84fd734n	Week 1/7 - 1/13	late submission due to problem in uploading		01-10-2018	harvester_bot,planter_bot,transporter_bot
jc7zn89y5n65uv	Week 1/7 - 1/13	submission	Due to constant net problem in the hostel we were able to submit the task before 11 59 pm and took additional time for the submission .we submitted the task just kindly excuse is this time.	01-10-2018	planter_bot
jc7zjye4y2t3lw	Week 1/7 - 1/13	late submision	sir i have submitted the task 3 16 second late deu to lack of internet will it be considered	01-10-2018	transporter_bot
jc7zecwyi8j2zv	Week 1/7 - 1/13	Upload task 3	 Sir/Madam we were uploading the zip file at the last moment and in haste we have made the zip file along with the three pics of task1 and document file that was to submit in task3. So will it applicable for penalty ? Team ID#3322 	01-10-2018	transporter_bot
jc7za1yt2j65i	Week 1/7 - 1/13	Allowance of 10 minutes for submission of task 3	Ma'am/Sir, Due to constant internet problem in our hostel, we were unable to submit the task 3 within the allotted time. We request you to please allow us an extra 10 minutes so that we can upload the task such that our aituation may be taken into consideration and penalty be excused. Our team id is 1254. Thank you	01-10-2018	planter_bot
jc7z1rlcxot269	Week 1/7 - 1/13	Submitted folder name changed	Sir/madam We had saved the folder as task3_#1108.zip and uploaded it on the portal  Now wen we downloaded it to verify our submission,it was found that the file name has changed to ozfn452bu8PB#1108.Zip is that an issue?  Team id: #1108 Theme: planter bot	01-10-2018	planter_bot
jc7vngybfxd74l	Week 1/7 - 1/13	can we use multiple flowcharts to describe sub-routines?	can we use flowchart of sub-routines shown in main flowchart?	01-09-2018	planter_bot
jc7tt0f1wwy40l	Week 1/7 - 1/13	Picam error	Picam video is showing error .What should I do?	01-09-2018	planter_bot
jc7tpgqkb8q3i7	Week 1/7 - 1/13	Regarding answers file to be upload	Our team id is 522 On releasing of task 3 when we downloaded the task file at that time in read_Me off file it had been told to convertTask3_Implementation_analysis.docx into pdf file and then upload it but now today when I downloaded the task 3 from download option in read_me pdf it is showing me to just save itTask3_Implementation_analysis.docx after answering and then upload it can you please guide us in which format the answers should be submitted?	01-09-2018	planter_bot
jc7rscu6a48di	Week 1/7 - 1/13	urgent regarding task 3	we have uploaded our task successfully,but we provided the images in document itself under ANS1.b where arena images are required,in addition to provide the images in folder as instructed. are we required to edit it again or, it is okay??	01-09-2018	planter_bot
jc7plgn3xqg3ny	Week 1/7 - 1/13	RPM of motors	Hello I want to ask, is there any way to find RPM of wheels using PWM supplied.	01-09-2018	planter_bot
jc7ohpgq60i6kk	Week 1/7 - 1/13	opencv cmake error	"after making the build folder we wrote the following command : sudo cmake -D CMAKE_BUILD_TYPE=RELEASE -D CMAKE_INSTALL_PREFIX=/usr/local -D INSTALL_PYTHON_EXAMPLES=ON -D OPENCV_EXTRA_MODULES_PATH=~/opencv_contrib-3.3.1/modules .. But we are getting this error : Configuring incomplete; errors occurred ! We are also getting this error while trying to do cmake : ""FATAL:In-source builds are not allowed.You should create a separate directory for build files"" Also, we got an error while installing libtbb-dev library. It says ""E:Package 'libtbb-dev ' has no installation candidate "" Please advise Thanks!! "	01-09-2018	planter_bot
jc7myh7x9rv38w	Week 1/7 - 1/13	regarding motor run test	when i run my motor in backward direction only one motor is rotating,similar when i run my motor in forward direction both motors are running	01-09-2018	planter_bot
jc7i55llu8216a	Week 1/7 - 1/13	error in run picam.py file	when i run the picam.py file in raspberry i get the no module cv2.plzz help fast 	01-09-2018	planter_bot
jc7i1xw0i875j5	Week 1/7 - 1/13	installing opencv	sudo cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=/usr/local -DINSTALL_PYTHON_EXAMPLES=ON -DBUILD_EXAMPLES=ON -DOPENCV_EXTRA_MODULES_PATH=~/opencv_contrib-3.3.1/modules .. when i run this commnad i get the error- Configuring incomplete, errors occurred! 	01-09-2018	planter_bot
jc7ge3vbk163l4	Week 1/7 - 1/13	multiple uploads for task3 submission	sir/madam, there is nothing on the portal regarding the multiple uploads for the task3 . so please can you tell us are multiple uploads possible? please reply ASAP	01-09-2018	planter_bot,Planter_Bot
jc7fsh7z9f10h	Week 1/7 - 1/13	Re positioning sharp IR sensor.	Can we change the position of sharp IR sensor of Fire Bird ?	01-09-2018	harvester_bot
jc7ddwxmp1h18y	Week 1/7 - 1/13	Doubt regarding the field	In ques 4a arewe supposed to design a robot that will traverse the real field consisting of cliff , hill road etc ? That is instead of 2D arena it should be able to traverse 3D arena	01-09-2018	planter_bot
jc7bdr4jvj45x	Week 1/7 - 1/13	About arena	We have used gum to fix the zone indicators in the arena because we till that didn't aware of that. So could we remove the ZI and fix it using transparent tap?	01-09-2018	planter_bot
jc6ov5h6syu5yi	Week 1/7 - 1/13	arm mechanism change	are we allowed to differ from the mechanism of arm we provide in the answer to task #3 question if need be? team #1765	01-09-2018	harvester_bot
jc6h7p4cn9w3hg	Week 1/7 - 1/13	Difference b/w these two questions	Please explain the difference between these two questions ... Do we have to tell how to detect the path in 1st question and how to traverse the path in 2nd one ??	01-08-2018	planter_bot
jc6eipoos643t	Week 1/7 - 1/13	flowchart	can we attach a different pdf containing flowchart?	01-08-2018	planter_bot
jc6czfyuj7x46c	Week 1/7 - 1/13	About Quad Encoders	We are unable to detect the outputs of the encoder channels at gpio pins of the pi. We observed it on a CRO, it was fine. But When tried to get the pattern using RPi .It always showed random pattern	01-08-2018	planter_bot
jc655rq6dv2js	Week 1/7 - 1/13	Task3 doubt!	We are meant to overlay images of seedlings on a image on plantation field and not planting any seedlings on a real field, right?And while planning our traversal techniques, what case should i consider, a real field or the case where we need to just overlay images? (Cause the actuators we need depends on the case we choose)	01-08-2018	planter_bot
jc64wzskkyu61l	Week 1/7 - 1/13	Terrain traversal!	During the competition, will the terrains be 3D or just 2D like the arena on flex?what i mean is whether the hill side terrain be bumpy or not?And can we use suspensions if the terrains will be 3D?	01-08-2018	planter_bot
jc64txstizj56g	Week 1/7 - 1/13	overlaying doubt!	Do we need to output the image frame and show the overlay as we traverse the arena during the competition or just the final overlayed output image should be generated?	01-08-2018	planter_bot
jc64n9vdc192k1	Week 1/7 - 1/13	Upload query	our team id is 2242. As suggested the upload zip file should be of 5mb. But our file is 6.3mb and it uploadded without giving any error. Can you please check if you recieved the file?? or if there is problem recieving it we will reduce the size by degrading pixxel value of photos	01-08-2018	planter_bot
jc64gfh37atz3	Week 1/7 - 1/13	Files to be uploaded for Transporter Bot	The upload form asks for a zip file. What should the name of this file be?What should it include apart from the document in pdf format? The questions ask for the arena & blender images to be embedded in the document itself.	01-08-2018	transporter_bot
jc5ta6lw8c45xf	Week 1/7 - 1/13	stepper motor program	For making video of rotating structure,whether we have to just rotate the rotating structure as per the algorithm given in the rulebook or we have to include xbee communication also?	01-08-2018	transporter_bot
jc5qfvw4xjb4zn	Week 1/7 - 1/13	Doubt regarding flowchart algo	Can we use separate flowcharts explaining the path traversal and overlaying algorithms.... It would get messy in a single one.	01-08-2018	planter_bot
jc5mt1m125xmt	Week 1/7 - 1/13	Task 3 file doubt	Our team id is 2242. should i save the text file in the same format or in the .pdf extension!! Its not mentioned in the read me file, it simply says save the file after editing.	01-08-2018	planter_bot
jc5mrfk8vxo23u	Week 1/7 - 1/13	Doubt regarding task 3 submission	Sir/Madam, Our team ID is 2242. As the read me file , we have to submit the task in zip folder named <teamid>_Task3? But how will we use our id: 1. eYRC#2242 2.2242(simply) 3. PB#2242 As in different tasks we expressed our id in different manners! Please help	01-08-2018	planter_bot
jc57vm0h8gr69i	Week 1/7 - 1/13	Rulebook doubt	In section 3.4 - part b) - table 2 - there are 2 large, 1 medium and 1 small oranges. But in part d) of the same section - table 4 - in size count column of orange the no. of small oranges is given as 0. so is it a typo or these two tables are not related to each others??? and which table do we have to follow to send the picture of the arena ? 	01-08-2018	harvester_bot
jc4un21ybpo2rr	Week 1/7 - 1/13	Can we scale the fruit position sheet for printout to use with 4.33inch outer dia pipe	 Sir we can use 4.33 inches and scale up the fruit position sheet printout to 108.268% and use that right?Or should we use the 4 inch dimension fruit position sheet and fill in the gaps with white sheet? 	01-07-2018	harvester_bot
jc4qopo0p6z6j4	Week 1/7 - 1/13	About task 3 team I'd 1059	Is there any selection process as there was in the last task or this is a binary task?	01-07-2018	harvester_bot
jc4nuuea21t6fq	Week 1/7 - 1/13	Components to be used	Are we allowed to use other components (like sensors etc) apart from the given to us by eyantra ?  	01-07-2018	planter_bot
jc4mjwweo2347f	Week 1/7 - 1/13	Task 3 doubt	Will the arena be as given in the sample arena ,I mean will the shape of path and position of terrains be same ??	01-07-2018	planter_bot
jc4i8av8lgk4ok	Week 1/7 - 1/13	zone indicator sticking	are we supposed to stick the different zone indicators with gum on the flex.or we just have to place it on the flex.	01-07-2018	planter_bot
jc4hfd4mekczd	Week 1/7 - 1/13	answer 1b query	Our in our question number 1b we have to upload the images, so should we delete the text in blue color along with table in our final submissions or leave it the way it is??	01-07-2018	planter_bot
jc4eybv92w5ds	Week 1/7 - 1/13	picam case and rpi case	Are we allowed to use them, to protect the Rpi and also use them on our Planter Bot??	01-07-2018	planter_bot
jc4blt5fg482bt	Week 1/7 - 1/13	Flowchart questions	Our team is is 2242. In the flowchart question do we have to draw a single flowchart and later explain the functions seperately? Or explain the functions within the flowchart only?	01-07-2018	planter_bot
jc4auc14wia58s	Week 1/7 - 1/13	task 3 questions doubt	Friends can u explain to me what does that question, where we have to detect or explain 3 blue triangle with hardware mean?? I am unable to understand this question!	01-07-2018	planter_bot
jc3pdglwxut3ax	Week 1/7 - 1/13	submitted task 1 folder not available on eyantra portal	Sir/madam, we are unable to locate our task 1 submission folder on the eyantra portal. i have lost all the data on my laptop and unable to recover it back. please can you send us our task 1 submission as it is very much needed in the next tasks.  team id :#1108 theme:planter bot	01-07-2018	planter_bot
jc3dgryeevf1ua	Week 12/31 - 1/6	Planter_Bot	Hello All,  This is a final reminder to those teams who havenotsubmitted their hardware testing videos to do so by 9th January, 2018.  No reminder will be sent after this. 9th January, 2018 is also the deadline for Task-3. Please optimize accordingly.  Requesting you all to adhere to deadlines!!!  with regards, Team Planter Bot, e-Yantra eYRC-2017  	01-06-2018	planter_bot,Planter_Bot
jc300hk7y7f4fa	Week 12/31 - 1/6	error in line width in flex	"Sir In our flex line width is 0.63"", and there is also some error in cell size.(13.6 cm x 13.6 cm) we don't know why this error occurred, we also didn't made any changes in the given pdf, please help what to do."	01-06-2018	planter_bot
jc2z7ijpu2a3ho	Week 12/31 - 1/6	query about overlay question	In this question should we just mention the score provided just for the overlay in total?? or the total score in general!! Because then we would need the time taken and other such information!! And its mentioned in the rulebook that penalty is given on inappropriate overlay!! but what is the penalty marks deducted is not mentioned!! marks for correct overlay is 1 per image, so should i consider the penalty is also -1?????   	01-06-2018	planter_bot
jc2z2no5khh47x	Week 12/31 - 1/6	query	Whose ID should we mention team leaders' or college's??  	01-06-2018	planter_bot
jc2sp6wzv7d4yu	Week 12/31 - 1/6	using power bank	Do we need to place power bank in our planter bot?	01-06-2018	planter_bot
jc2e388rvtai	Week 12/31 - 1/6	Can we use IR Sensors for planter bot ??	Sir,    I want to make line follower as a part of Planter bot theme. But IR sensors have not been provided by eyantra. So Can we use Sharp IR sensors for making Line follower ?? Or we need to use image processing for path detection??	01-06-2018	planter_bot
jc28n7adqa5o4	Week 12/31 - 1/6	Regarding the preparation of arena	Do we have to stick the color markers and zone indicator permanently on the flex?	01-05-2018	planter_bot
jc25uwt9p3m6vh	Week 12/31 - 1/6	Screws and studs..	You have provided the studs of 2.5 inches,but we need to use 4 inches..Can we use extra screws and studs..?? Please instruct..	01-05-2018	planter_bot
jc25ovlda9142n	Week 12/31 - 1/6	Regarding castor wheel	As for supporting the weight of motor, can we use two Astor wheels instead of one??.. Please instruct...	01-05-2018	planter_bot
jc1yyhqbuqn2bs	Week 12/31 - 1/6	Use of extra LEDs	Can we use extra LEDs?	01-05-2018	planter_bot
jc1ynpjt5lq6gk	Week 12/31 - 1/6	Regarding chases	We have made chases with GIC metal sheet.we have taken care of not to damage arena. Is it okay..?? Please instruct..	01-05-2018	planter_bot
jc1yn9dkjrv6aj	Week 12/31 - 1/6	Regarding chases	We have made chases with GIC metal sheet.we have taken care of not to damage arena. Is it okay..jQuery171024339474752327472_1515158971529 Lease instruct..	01-05-2018	planter_bot
jc1yhoxb6yi42b	Week 12/31 - 1/6	use of extra motor	Can we use an extra motor in addition to the 2 provided by e-yantra for rotating the camera?Please specify.	01-05-2018	planter_bot
jc1y1niwmju6z4	Week 12/31 - 1/6	task 3	Team ID #2242 Sir/Madam,. What does it question mean. Can you please elaborate?? 	01-05-2018	planter_bot
jc1xy3r54rc5rn	Week 12/31 - 1/6	Task 3 doubt	Team ID #2242 Sir/Madam, in this question do we have to specify how in our algorithm we detect the end of run or in general how end of run is determined, ie when IP Terrain is over and our RGB Circuits blink as per the sequence it is end of run!!???    	01-05-2018	planter_bot
